Kod_S,Kod_C,Kod_R,Nazwa,Wartosc,rok,firma
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,8 393,2023,Allianz
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych,102 976,2023,Allianz
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,50 032,2023,Allianz
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalności ubezpieczeniowej)",47 621,2023,Allianz
S020102,C0010,R0850,Zobowiązania podporządkowane,0,2023,Allianz
S020102,C0010,R0860,Zobowiązania podporządkowane nieuwzględnione w podstawowych środkach własnych,0,2023,Allianz
S020102,C0010,R0870,Zobowiązania podporządkowane uwzględnione w podstawowych środkach własnych,0,2023,Allianz
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),57 767,2023,Allianz
S020102,C0010,R0900,Zobowiązania ogółem,12 558 162,2023,Allianz
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,5 613 106,2023,Allianz
S020102,C0010,R0030,Wartości niematerialne i prawne,0,2023,Warta
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,0,2023,Warta
S020102,C0010,R0050,Nadwyżka na funduszu świadczeń emerytalnych,0,2023,Warta
S020102,C0010,R0060,"Nieruchomości, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",403 076,2023,Warta
S020102,C0010,R0070,"Lokaty (inne niż aktywa dla ubezpieczeń na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i dla ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym)",16 025 646,2023,Warta
S020102,C0010,R0080,Nieruchomości (inne niż do użytku własnego),7 125,2023,Warta
S020102,C0010,R0090,"Udziały w zakładach powiązanych, w tym udziały kapitałowe",715 275,2023,Warta
S020102,C0010,R0100,Akcje i udziały,57 343,2023,Warta
S020102,C0010,R0110,Akcje i udziały – notowane,57 143,2023,Warta
S020102,C0010,R0120,Akcje i udziały – nienotowane,200,2023,Warta
S020102,C0010,R0130,Dłużne papiery wartościowe,14 673 431,2023,Warta
S020102,C0010,R0140,Obligacje państwowe,10 943 193,2023,Warta
S020102,C0010,R0150,Obligacje korporacyjne,3 730 238,2023,Warta
S020102,C0010,R0160,Strukturyzowane papiery wartościowe,0,2023,Warta
S020102,C0010,R0170,Zabezpieczone papiery wartościowe,0,2023,Warta
S020102,C0010,R0180,Jednostki uczestnictwa oraz certyfikaty inwestycyjne w przedsiębiorstwach zbiorowego inwestowania,396 716,2023,Warta
S020102,C0010,R0190,Instrumenty pochodne,97 441,2023,Warta
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty środków pieniężnych,78 315,2023,Warta
S020102,C0010,R0210,Pozostałe lokaty,0,2023,Warta
S020102,C0010,R0220,"Aktywa dla ubezpieczeń na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2023,Warta
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,458 458,2023,Warta
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2023,Warta
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,0,2023,Warta
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,458 458,2023,Warta
S020102,C0010,R0270,Kwoty należne z umów reasekuracji dla zobowiązań wynikających z:,837 969,2023,Warta
S020102,C0010,R0280,Ubezpieczenia inne niż ubezpieczenia na życie i ubezpieczenia zdrowotne o charakterze ubezpieczeń innych niż ubezpieczenia na życie,665 445,2023,Warta
S020102,C0010,R0290,Ubezpieczeń innych niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),664 052,2023,Warta
S020102,C0010,R0300,Ubezpieczenia zdrowotne o charakterze ubezpieczeń innych niż ubezpieczenia na życie,1 393,2023,Warta
S020102,C0010,R0310,"Ubezpieczenia na życie i ubezpieczenia zdrowotne o charakterze ubezpieczeń na życie, z wyłączeniem ubezpieczeń zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",172 524,2023,Warta
S020102,C0010,R0320,Ubezpieczenia zdrowotne o charakterze ubezpieczeń na życie,0,2023,Warta
S020102,C0010,R0330,"Ubezpieczenia na życie z wyłączeniem ubezpieczeń zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym",172 524,2023,Warta
S020102,C0010,R0340,"Ubezpieczenia na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczenia na życie z ubezpieczeniowym funduszem kapitałowym",0,2023,Warta
S020102,C0010,R0350,Depozyty u cedentów,100,2023,Warta
S020102,C0010,R0360,Należności z tytułu ubezpieczeń i od pośredników ubezpieczeniowych,203 696,2023,Warta
S020102,C0010,R0370,Należności z tytułu reasekuracji biernej,63 192,2023,Warta
S020102,C0010,R0380,"Pozostałe należności (handlowe, inne niż z działalności ubezpieczeniowej)",59 439,2023,Warta
S020102,C0010,R0390,Akcje własne (posiadane bezpośrednio),0,2023,Warta
S020102,C0010,R0400,"Kwoty należne, dotyczące pozycji środków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone",0,2023,Warta
S020102,C0010,R0410,Środki pieniężne i ekwiwalenty środków pieniężnych,109 963,2023,Warta
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),16 971,2023,Warta
S020102,C0010,R0500,AKTYWA OGÓŁEM,18 178 510,2023,Warta
S020102,C0010,R0510,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,10 212 303,2023,Warta
S020102,C0010,R0520,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),10 159 357,2023,Warta
S020102,C0010,R0530,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2023,Warta
S020102,C0010,R0540,Najlepsze oszacowanie,9 423 349,2023,Warta
S020102,C0010,R0550,Margines ryzyka,736 008,2023,Warta
S020102,C0010,R0560,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),52 946,2023,Warta
S020102,C0010,R0570,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2023,Warta
S020102,C0010,R0580,Najlepsze oszacowanie,51 602,2023,Warta
S020102,C0010,R0590,Margines ryzyka,1 344,2023,Warta
S020102,C0010,R0600,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",1 493 917,2023,Warta
S020102,C0010,R0610,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2023,Warta
S020102,C0010,R0620,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2023,Warta
S020102,C0010,R0630,Najlepsze oszacowanie,0,2023,Warta
S020102,C0010,R0640,Margines ryzyka,0,2023,Warta
S020102,C0010,R0650,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",1 493 917,2023,Warta
S020102,C0010,R0660,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2023,Warta
S020102,C0010,R0670,Najlepsze oszacowanie,1 488 312,2023,Warta
S020102,C0010,R0680,Margines ryzyka,5 605,2023,Warta
S020102,C0010,R0690,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe i ubezpieczenia z ubezpieczeniowym funduszem kapitałowym",0,2023,Warta
S020102,C0010,R0700,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2023,Warta
S020102,C0010,R0710,Najlepsze oszacowanie,0,2023,Warta
S020102,C0010,R0720,Margines ryzyka,0,2023,Warta
S020102,C0010,R0740,Zobowiązania warunkowe,0,2023,Warta
S020102,C0010,R0750,Pozostałe rezerwy (inne niż rezerwy techniczno-ubezpieczeniowe),93 306,2023,Warta
S020102,C0010,R0760,Zobowiązania z tytułu świadczeń emerytalnych dla pracowników,6 944,2023,Warta
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2023,Warta
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,446 711,2023,Warta
S020102,C0010,R0790,Instrumenty pochodne,38 826,2023,Warta
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2023,Warta
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,217 677,2023,Warta
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych,159 023,2023,Warta
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,7 819,2023,Warta
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalności ubezpieczeniowej)",162 367,2023,Warta
S020102,C0010,R0850,Zobowiązania podporządkowane,0,2023,Warta
S020102,C0010,R0860,Zobowiązania podporządkowane nieuwzględnione w podstawowych środkach własnych,0,2023,Warta
S020102,C0010,R0870,Zobowiązania podporządkowane uwzględnione w podstawowych środkach własnych,0,2023,Warta
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),565,2023,Warta
S020102,C0010,R0900,ZOBOWIĄZANIA OGÓŁEM,12 839 458,2023,Warta
S020102,C0010,R1000,NADWYŻKA AKTYWÓW NAD ZOBOWIĄZANIAMI,5 339 052,2023,Warta
S020102,C0010,R0030,Wartości niematerialne i prawne,0,2018,ErgoHestia
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,0,2018,ErgoHestia
S020102,C0010,R0050,Nadwyżka na funduszu świadczeń emerytalnych,0,2018,ErgoHestia
S020102,C0010,R0060,"Nieruchomości, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",261 821,2018,ErgoHestia
S020102,C0010,R0070,"Lokaty (inne niż aktywa ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",7 641 603,2018,ErgoHestia
S020102,C0010,R0080,Nieruchomości (inne niż do użytku własnego),16 512,2018,ErgoHestia
S020102,C0010,R0090,"Udziały w zakładach powiązanych, w tym udziały kapitałowe",117 705,2018,ErgoHestia
S020102,C0010,R0100,Akcje i udziały,0,2018,ErgoHestia
S020102,C0010,R0110,Akcje i udziały – notowane,0,2018,ErgoHestia
S020102,C0010,R0120,Akcje i udziały – nienotowane,0,2018,ErgoHestia
S020102,C0010,R0130,Obligacje,7 469 050,2018,ErgoHestia
S020102,C0010,R0140,Obligacje państwowe,7 469 050,2018,ErgoHestia
S020102,C0010,R0150,Obligacje korporacyjne,0,2018,ErgoHestia
S020102,C0010,R0160,Strukturyzowane papiery wartościowe,0,2018,ErgoHestia
S020102,C0010,R0170,Zabezpieczone papiery wartościowe,0,2018,ErgoHestia
S020102,C0010,R0180,Jednostki uczestnictwa oraz certyfikaty inwestycyjne w przedsiębiorstwach zbiorowego inwestowania,0,2018,ErgoHestia
S020102,C0010,R0190,Instrumenty pochodne,0,2018,ErgoHestia
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty środków pieniężnych,38 336,2018,ErgoHestia
S020102,C0010,R0210,Pozostałe lokaty,0,2018,ErgoHestia
S020102,C0010,R0220,"Aktywa posiadane z tytułu ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",0,2018,ErgoHestia
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,204 694,2018,ErgoHestia
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2018,ErgoHestia
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,185,2018,ErgoHestia
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,204 509,2018,ErgoHestia
S020102,C0010,R0270,Kwoty należne z umów reasekuracji dla zobowiązań wynikających z ubezpieczeń:,725 179,2018,ErgoHestia
S020102,C0010,R0280,Innych niż ubezpieczenia na życie i zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,607 427,2018,ErgoHestia
S020102,C0010,R0290,Innych niż ubezpieczenia na życie z wyłączeniem zdrowotnych,602 841,2018,ErgoHestia
S020102,C0010,R0300,Zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,4 586,2018,ErgoHestia
S020102,C0010,R0310,"Na życie i zdrowotnych o charakterze ubezpieczeń na życie, z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",117 752,2018,ErgoHestia
S020102,C0010,R0320,Zdrowotnych o charakterze ubezpieczeń na życie,0,2018,ErgoHestia
S020102,C0010,R0330,"Na życie z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",117 752,2018,ErgoHestia
S020102,C0010,R0340,"Ubezpieczeń na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2018,ErgoHestia
S020102,C0010,R0350,Depozyty u cedentów,0,2018,ErgoHestia
S020102,C0010,R0360,Należności z tytułu ubezpieczeń i od pośredników ubezpieczeniowych,216 910,2018,ErgoHestia
S020102,C0010,R0370,Należności z tytułu reasekuracji biernej,0,2018,ErgoHestia
S020102,C0010,R0380,"Pozostałe należności (handlowe, inne niż z działalności ubezpieczeniowej)",55 335,2018,ErgoHestia
S020102,C0010,R0390,Akcje własne (posiadane bezpośrednio),0,2018,ErgoHestia
S020102,C0010,R0400,"Kwoty należne, dotyczące pozycji środków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone",0,2018,ErgoHestia
S020102,C0010,R0410,Środki pieniężne i ekwiwalenty środków pieniężnych,4 103,2018,ErgoHestia
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),184 067,2018,ErgoHestia
S020102,C0010,R0500,Aktywa ogółem,9 293 712,2018,ErgoHestia
S020102,C0010,R0510,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,5 363 455,2018,ErgoHestia
S020102,C0010,R0520,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),5 288 019,2018,ErgoHestia
S020102,C0010,R0530,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2018,ErgoHestia
S020102,C0010,R0540,Najlepsze oszacowanie,5 082 674,2018,ErgoHestia
S020102,C0010,R0550,Margines ryzyka,205 345,2018,ErgoHestia
S020102,C0010,R0560,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),75 436,2018,ErgoHestia
S020102,C0010,R0570,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2018,ErgoHestia
S020102,C0010,R0580,Najlepsze oszacowanie,57 173,2018,ErgoHestia
S020102,C0010,R0590,Margines ryzyka,18 263,2018,ErgoHestia
S020102,C0010,R0600,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",663 982,2018,ErgoHestia
S020102,C0010,R0610,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2018,ErgoHestia
S020102,C0010,R0620,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2018,ErgoHestia
S020102,C0010,R0630,Najlepsze oszacowanie,0,2018,ErgoHestia
S020102,C0010,R0640,Margines ryzyka,0,2018,ErgoHestia
S020102,C0010,R0650,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",663 982,2018,ErgoHestia
S020102,C0010,R0660,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2018,ErgoHestia
S020102,C0010,R0670,Najlepsze oszacowanie,615 105,2018,ErgoHestia
S020102,C0010,R0680,Margines ryzyka,48 877,2018,ErgoHestia
S020102,C0010,R0690,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczenia związane z ubezpieczeniowym funduszem kapitałowym",0,2018,ErgoHestia
S020102,C0010,R0700,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2018,ErgoHestia
S020102,C0010,R0710,Najlepsze oszacowanie,0,2018,ErgoHestia
S020102,C0010,R0720,Margines ryzyka,0,2018,ErgoHestia
S020102,C0010,R0740,Zobowiązania warunkowe,0,2018,ErgoHestia
S020102,C0010,R0750,Pozostałe rezerwy (inne niż techniczno-ubezpieczeniowe),58 025,2018,ErgoHestia
S020102,C0010,R0760,Zobowiązania z tytułu świadczeń emerytalnych dla pracowników,2 062,2018,ErgoHestia
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2018,ErgoHestia
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,326 998,2018,ErgoHestia
S020102,C0010,R0790,Instrumenty pochodne,0,2018,ErgoHestia
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2018,ErgoHestia
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,0,2018,ErgoHestia
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec pośredników ubezpieczeniowych,766,2018,ErgoHestia
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,0,2018,ErgoHestia
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalności ubezpieczeniowej)",158 811,2018,ErgoHestia
S020102,C0010,R0850,Zobowiązania podporządkowane,399 872,2018,ErgoHestia
S020102,C0010,R0860,Zobowiązania podporządkowane niewłączone do BOF,0,2018,ErgoHestia
S020102,C0010,R0870,Zobowiązania podporządkowane włączone do BOF,399 872,2018,ErgoHestia
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),105 237,2018,ErgoHestia
S020102,C0010,R0900,Zobowiązania ogółem,7 079 207,2018,ErgoHestia
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,2 214 505,2018,ErgoHestia
S020102,C0010,R0030,Wartości niematerialne i prawne,0,2019,ErgoHestia
S020102,C0010,R0040,Aktywa z tytułu odroczonego podatku dochodowego,0,2019,ErgoHestia
S020102,C0010,R0050,Nadwyżka na funduszu świadczeń emerytalnych,0,2019,ErgoHestia
S020102,C0010,R0060,"Nieruchomości, maszyny i wyposażenie (Rzeczowe aktywa trwałe) wykorzystywane na użytek własny",499 730,2019,ErgoHestia
S020102,C0010,R0070,"Lokaty (inne niż aktywa ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",8 380 408,2019,ErgoHestia
S020102,C0010,R0080,Nieruchomości (inne niż do użytku własnego),15 450,2019,ErgoHestia
S020102,C0010,R0090,"Udziały w zakładach powiązanych, w tym udziały kapitałowe",155 264,2019,ErgoHestia
S020102,C0010,R0100,Akcje i udziały,0,2019,ErgoHestia
S020102,C0010,R0110,Akcje i udziały – notowane,0,2019,ErgoHestia
S020102,C0010,R0120,Akcje i udziały – nienotowane,0,2019,ErgoHestia
S020102,C0010,R0130,Obligacje,8 163 354,2019,ErgoHestia
S020102,C0010,R0140,Obligacje państwowe,8 163 354,2019,ErgoHestia
S020102,C0010,R0150,Obligacje korporacyjne,0,2019,ErgoHestia
S020102,C0010,R0160,Strukturyzowane papiery wartościowe,0,2019,ErgoHestia
S020102,C0010,R0170,Zabezpieczone papiery wartościowe,0,2019,ErgoHestia
S020102,C0010,R0180,Jednostki uczestnictwa oraz certyfikaty inwestycyjne w przedsiębiorstwach zbiorowego inwestowania,0,2019,ErgoHestia
S020102,C0010,R0190,Instrumenty pochodne,0,2019,ErgoHestia
S020102,C0010,R0200,Depozyty inne niż ekwiwalenty środków pieniężnych,46 340,2019,ErgoHestia
S020102,C0010,R0210,Pozostałe lokaty,0,2019,ErgoHestia
S020102,C0010,R0220,"Aktywa posiadane z tytułu ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",0,2019,ErgoHestia
S020102,C0010,R0230,Pożyczki i pożyczki zabezpieczone hipotecznie,236 476,2019,ErgoHestia
S020102,C0010,R0240,Pożyczki pod zastaw polisy,0,2019,ErgoHestia
S020102,C0010,R0250,Pożyczki i pożyczki zabezpieczone hipotecznie dla osób fizycznych,103,2019,ErgoHestia
S020102,C0010,R0260,Pozostałe pożyczki i pożyczki zabezpieczone hipotecznie,236 373,2019,ErgoHestia
S020102,C0010,R0270,Kwoty należne z umów reasekuracji dla zobowiązań wynikających z ubezpieczeń:,840 354,2019,ErgoHestia
S020102,C0010,R0280,Innych niż ubezpieczenia na życie i zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,677 380,2019,ErgoHestia
S020102,C0010,R0290,Innych niż ubezpieczenia na życie z wyłączeniem zdrowotnych,673 283,2019,ErgoHestia
S020102,C0010,R0300,Zdrowotnych o charakterze ubezpieczeń innych niż ubezpieczenia na życie,4 097,2019,ErgoHestia
S020102,C0010,R0310,"Na życie i zdrowotnych o charakterze ubezpieczeń na życie, z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",162 974,2019,ErgoHestia
S020102,C0010,R0320,Zdrowotnych o charakterze ubezpieczeń na życie,0,2019,ErgoHestia
S020102,C0010,R0330,"Na życie z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym",162 974,2019,ErgoHestia
S020102,C0010,R0340,"Ubezpieczeń na życie, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń na życie związanych z ubezpieczeniowym funduszem kapitałowym",0,2019,ErgoHestia
S020102,C0010,R0350,Depozyty u cedentów,0,2019,ErgoHestia
S020102,C0010,R0360,Należności z tytułu ubezpieczeń i od pośredników ubezpieczeniowych,250 790,2019,ErgoHestia
S020102,C0010,R0370,Należności z tytułu reasekuracji biernej,0,2019,ErgoHestia
S020102,C0010,R0380,"Pozostałe należności (handlowe, inne niż z działalności ubezpieczeniowej)",49 396,2019,ErgoHestia
S020102,C0010,R0390,Akcje własne (posiadane bezpośrednio),0,2019,ErgoHestia
S020102,C0010,R0400,"Kwoty należne, dotyczące pozycji środków własnych lub kapitału założycielskiego, do których opłacenia wezwano, ale które nie zostały jeszcze opłacone",0,2019,ErgoHestia
S020102,C0010,R0410,Środki pieniężne i ekwiwalenty środków pieniężnych,4 152,2019,ErgoHestia
S020102,C0010,R0420,Pozostałe aktywa (niewykazane w innych pozycjach),152 196,2019,ErgoHestia
S020102,C0010,R0500,Aktywa ogółem,10 413 502,2019,ErgoHestia
S020102,C0010,R0510,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie,5 942 291,2019,ErgoHestia
S020102,C0010,R0520,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia inne niż ubezpieczenia na życie (z wyłączeniem zdrowotnych),5 852 143,2019,ErgoHestia
S020102,C0010,R0530,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2019,ErgoHestia
S020102,C0010,R0540,Najlepsze oszacowanie,5 627 214,2019,ErgoHestia
S020102,C0010,R0550,Margines ryzyka,224 930,2019,ErgoHestia
S020102,C0010,R0560,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),90 148,2019,ErgoHestia
S020102,C0010,R0570,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2019,ErgoHestia
S020102,C0010,R0580,Najlepsze oszacowanie,61 995,2019,ErgoHestia
S020102,C0010,R0590,Margines ryzyka,28 153,2019,ErgoHestia
S020102,C0010,R0600,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",795 155,2019,ErgoHestia
S020102,C0010,R0610,Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2019,ErgoHestia
S020102,C0010,R0620,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2019,ErgoHestia
S020102,C0010,R0630,Najlepsze oszacowanie,0,2019,ErgoHestia
S020102,C0010,R0640,Margines ryzyka,0,2019,ErgoHestia
S020102,C0010,R0650,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczeń związanych z ubezpieczeniowym funduszem kapitałowym)",795 155,2019,ErgoHestia
S020102,C0010,R0660,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2019,ErgoHestia
S020102,C0010,R0670,Najlepsze oszacowanie,736 684,2019,ErgoHestia
S020102,C0010,R0680,Margines ryzyka,58 471,2019,ErgoHestia
S020102,C0010,R0690,"Rezerwy techniczno–ubezpieczeniowe – ubezpieczenia, w których świadczenie jest ustalane w oparciu o określone indeksy lub inne wartości bazowe, i ubezpieczenia związane z ubezpieczeniowym funduszem kapitałowym",0,2019,ErgoHestia
S020102,C0010,R0700,Rezerwy techniczno–ubezpieczeniowe obliczane łącznie,0,2019,ErgoHestia
S020102,C0010,R0710,Najlepsze oszacowanie,0,2019,ErgoHestia
S020102,C0010,R0720,Margines ryzyka,0,2019,ErgoHestia
S020102,C0010,R0740,Zobowiązania warunkowe,0,2019,ErgoHestia
S020102,C0010,R0750,Pozostałe rezerwy (inne niż techniczno–ubezpieczeniowe),59 829,2019,ErgoHestia
S020102,C0010,R0760,Zobowiązania z tytułu świadczeń emerytalnych dla pracowników,2 351,2019,ErgoHestia
